ID,spEffectId4
3900180,6202066
3900181,6202066
3900190,6202066
3900210,6202066
3900211,6202066
3900212,6202066
3900230,6202066
3900240,6202066
3900250,6202066
3900260,6202066
3900270,6202066
3900300,-1
3900310,-1
3900320,6202066
3900330,6202066
3900331,6202066
3900332,6202066
3900333,-1
3900340,-1
3900350,-1
3900360,-1
3900370,-1
3900371,-1
3900380,-1
3900390,-1
3900391,-1
3900400,-1
3900410,-1
3900420,-1
3900421,6202066
3900430,-1
3900440,6202066
3901100,6202066
3901110,6202066
3901120,6202066
3901130,6202065
3901131,6202065
3901140,6202066
3901141,6202066
3901150,6202066
3901160,6202066
3901170,6202066
3901180,6202066
3901181,6202066
3901190,6202066
3901210,6202066
3901211,6202066
3901212,6202066
3901220,-1
3901230,6202066
3901240,6202066
3901250,6202066
3901260,6202066
3901270,6202066
3901300,-1
3901310,-1
3901320,6202066
3901330,6202066
3901331,6202066
3901332,6202066
3901370,-1
3901390,-1
3901410,-1
3901420,-1
3901421,6202066
3901430,-1
3901440,6202066
3910100,6202065
3910101,6202065
3910116,6202065
3910120,6202065
3910130,6202066
3910140,6202066
3910150,6202066
3910160,6202066
3910161,6202066
3910170,6202065
3910171,6202065
3910181,6202066
3910190,6202066
3910191,6202066
3910201,-1
3910202,6202066
3910210,6202066
3910211,6202066
3910230,6202066
3910231,-1
3910240,6202066
3910250,-1
3910251,-1
3910260,6202066
3910270,6202066
3910300,-1
3910302,-1
3910322,6202065
3910340,-1
3910341,-1
3910343,-1
3910344,-1
3910345,-1
3910347,6202066
3910348,6202065
3910349,6202065
3910360,-1
3910363,-1
3910365,-1
3910380,-1
3910381,-1
3910382,-1
3910383,-1
3950100,-1
3950101,-1
3950102,-1
3950106,-1
3950107,-1
3950130,6202066
3950131,6202066
3950132,6202066
3950135,6202066
3950136,6202066
3950137,6202066
3950140,-1
3950141,-1
3950142,-1
3950145,-1
3950146,-1
3950147,-1
3950150,-1
3950151,-1
3950160,6202066
3950161,6202066
3950170,-1
3950180,6202065
3950200,-1
3950201,-1
3950210,-1
3950220,6202066
3950221,6202066
3950235,6202066
3950236,6202066
3950240,6202066
3950241,6202066
3950270,-1
3950271,-1
3950310,6202066
3950311,6202066
3950320,6202065
3950321,6202065
3950325,6202065
3950326,6202065
3950330,-1
3950331,-1
3950335,6202066
3950336,6202066
3950340,6202065
3950341,6202065
3950345,6202066
3950346,6202066
3950500,6202065
3950520,6202066
3950530,6202065
3950610,6202066
3950850,6202065
3970110,6202066
3970130,6202066
3970140,6202066
3970141,-1
3970150,6202065
3970200,-1
3970210,6202066
3970220,-1
3970230,6202066
3970240,6202066
3970241,-1
3970250,6202065
3970260,-1
3970350,6202065
3970400,-1
3970420,-1
3970450,6202065
3970500,6202066
3970520,6202066
3970540,6202066
3970541,6202065
3970560,-1
3970570,6202065
3970580,6202066
3970581,6202066
3970600,6202066
3970610,-1
3970620,6202066
3970630,-1
3970640,6202066
3970641,6202065
3970660,-1
3970670,6202065
3970680,6202066
3970681,6202066
3970700,-1
3970710,-1
3970720,-1
4000100,6202065
4000110,-1
4000111,-1
4000122,-1
4000123,-1
4000320,-1
4000470,6202065
4000471,6202065
4000560,-1
4000561,6202065
4000760,-1
4000830,6202065
4000860,6202065
4000930,6202066
4000931,6202066
4000932,6202066
4000933,6202066
4000940,6202065
4000941,6202065
4000942,6202065
4000943,6202065
4020110,-1
4020111,-1
4020120,6202065
4020121,6202065
4020122,6202065
4020123,6202065
4020124,6202065
4020140,6202065
4020150,-1
4020151,-1
4020152,-1
4020153,-1
4020154,-1
4020170,-1
4020171,-1
4020180,-1
4020181,-1
4020182,-1
4020210,6202066
4020211,6202066
4020212,6202066
4020213,6202066
4020214,6202066
4020230,6202065
4050010,6202066
4050030,6202065
4050040,6202066
4050050,-1
4050052,6202066
4050060,6202065
4050070,6202066
4050080,6202065
4050091,6202066
4050100,6202065
4050110,6202066
4050320,6202065
4050340,6202066
4050391,6202065
4050410,6202065
4050500,6202066
4050510,6202066
4050530,6202066
4050540,6202066
4050550,6202066
4050560,6202066
4050561,6202066
4050570,6202066
4050571,6202066
4050580,6202065
4050590,6202066
4050911,-1
4060000,6202065
4060010,6202065
4060020,-1
4060021,-1
4060900,-1
4070020,6202066
4070030,6202066
4070110,6202066
4070120,6202066
4070130,-1
4070150,-1
4070160,-1
4080101,-1
4080110,-1
4080111,-1
4080120,-1
4080130,-1
4080131,-1
4090100,-1
4090101,-1
4090110,-1
4090111,-1
4090120,-1
4090121,-1
4090130,-1
4090131,-1
4090140,-1
4090141,-1
4090150,-1
4090151,-1
4090160,6202065
4090161,6202065
4090170,6202065
4090171,6202065
4090180,-1
4090181,-1
4090190,6202065
4090200,-1
4090201,-1
4100110,-1
4100120,-1
4100130,-1
4100140,-1
4100150,-1
4100170,-1
4100172,-1
4100310,-1
4100320,-1
4100330,-1
4100340,-1
4100360,-1
4100370,-1
4100390,-1
4100400,-1
4100410,-1
4100415,-1
4100416,-1
4101500,-1
4101510,-1
4101520,-1
4101570,-1
4110100,-1
4110110,-1
4110112,-1
4110141,-1
4110142,-1
4120100,-1
4120110,-1
4120120,6202065
4120130,-1
4120131,-1
4120140,6202065
4120141,6202065
4120150,-1
4120180,-1
4120181,-1
4120182,-1
4130100,6202065
4130101,6202065
4130102,6202065
4130110,6202065
4130111,6202065
4130120,6202066
4130130,6202065
4130131,6202065
4130132,6202065
4130133,6202065
4130135,6202065
4130136,6202065
4130150,6202065
4130151,6202065
4130162,6202065
4130165,6202065
4130170,6202065
4130171,-1
4130181,-1
4130182,6202065
4130183,6202065
4130190,6202065
4130191,-1
4130200,6202065
4130201,-1
4130211,6202066
4130212,6202066
4130220,6202065
4130221,-1
4130222,6202065
4130223,-1
4130224,6202065
4130225,6202065
4130226,6202065
4130227,-1
4130228,-1
4130229,-1
4130230,-1
4130231,-1
4130240,6202066
4130241,-1
4130250,6202065
4130251,6202065
4130252,-1
4130260,6202065
4130261,-1
4130270,6202065
4130271,-1
4140100,-1
4140105,-1
4140110,-1
4140190,-1
4140220,-1
4140510,-1
4140530,-1
4140800,6202065
4160100,-1
4160101,-1
4160102,-1
4160110,-1
4160111,-1
4160112,-1
4160120,-1
4160121,-1
4160122,-1
4160130,-1
4160131,-1
4160132,-1
4160140,-1
4160141,-1
4160142,-1
4160210,6202065
4160217,6202065
4161301,-1
4161302,-1
4161310,-1
4161311,-1
4161312,-1
4161320,-1
4161321,-1
4161322,-1
4161330,-1
4161331,-1
4161332,-1
4161340,-1
4161341,-1
4161342,-1
4161370,-1
4161371,-1
4161392,-1
4161400,-1
4161401,-1
4161402,-1
4161410,6202065
4161411,-1
4161416,-1
4161417,6202065
4170100,-1
4170110,-1
4170120,-1
4170130,6202065
4170140,-1
4170150,-1
4171100,6202065
4171110,6202065
4171120,6202065
4171130,6202065
4171140,6202065
4171150,6202065
4171160,6202065
4171170,6202065
4171180,6202065
4171190,6202065
4180010,-1
4180030,-1
4190100,6202065
4190110,6202065
4190300,6202066
4191110,6202065
4191300,6202066
4192100,6202065
4192110,6202065
4192300,6202066
4200201,6202065
4200203,6202065
4200220,6202066
4200230,6202065
4200270,-1
4200271,6202065
4200272,-1
4200310,-1
4200320,-1
4200323,-1
4201100,-1
4201101,-1
4201120,-1
4201143,-1
4201144,-1
4201145,-1
4201146,-1
4201213,-1
4201214,-1
4201215,-1
4201216,-1
4201221,-1
4201240,-1
4201241,6202065
4201242,6202065
4201250,-1
4201280,-1
4201281,-1
4210000,6202066
4210020,-1
4210030,-1
4210040,-1
4210050,6202066
4210070,6202065
4210200,6202065
4210221,6202065
4210420,-1
4210430,-1
4210440,-1
4210490,6202065
4210560,6202066
4220101,-1
4220131,-1
4220140,6202065
4220141,6202065
4220142,6202065
4220150,-1
4220151,-1
4220152,-1
4220153,-1
4220154,6202065
4220155,-1
4220156,-1
4220157,-1
4220158,-1
4220159,-1
4220160,6202065
4220170,-1
4220171,-1
4220172,-1
4220173,6202065
4220174,-1
4220175,-1
4220179,6202065
4220190,6202065
4220191,6202065
4220201,6202065
4220210,6202065
4220211,6202065
4220212,6202065
4220220,6202065
4220221,6202065
4220230,6202065
4220240,6202065
4220301,-1
4220305,6202065
4220311,6202065
4220404,6202065
4220408,-1
4220409,6202065
4220500,-1
4220501,-1
4220502,-1
4220503,-1
4220504,-1
4220505,-1
4220506,-1
4220507,-1
4220508,-1
4220509,-1
4220510,-1
4220511,-1
4220600,-1
4220601,-1
4220602,-1
4220603,-1
4220604,-1
4220605,-1
4220606,-1
4220607,-1
4220608,-1
4220609,-1
4220900,6202065
4220901,6202065
4230100,-1
4240100,-1
4240101,-1
4240110,6202065
4240111,6202065
4240112,6202065
4240113,6202065
4240114,6202065
4240115,6202065
4240120,6202065
4240121,6202065
4240140,6202066
4240900,6202066
4241200,6202065
4241220,6202065
4241221,6202065
4241230,6202065
4241711,6202066
4250121,-1
4250700,-1
4260120,6202066
4260130,6202065
4260140,6202065
4260150,-1
4260160,6202066
4260175,-1
4260180,6202065
4260185,6202065
4260190,6202065
4260195,6202065
4260220,6202065
4260230,6202065
4260240,-1
4260250,-1
4260260,6202066
4260275,-1
4260280,6202065
4260285,6202065
4260290,6202065
4260295,6202065
4260300,6202065
4260301,6202065
4260302,6202065
4260310,-1
4260320,6202065
4260322,6202065
4260324,6202065
4260330,6202065
4260350,6202065
4260351,-1
4260420,6202065
4260430,6202065
4270100,-1
4270101,6202066
4270102,6202066
4270110,6202065
4270120,6202065
4270130,6202066
4270150,6202066
4270151,6202065
4270160,6202066
4270170,6202065
4270180,6202066
4270190,6202065
4270200,6202065
4270210,6202065
4270220,6202065
4270230,6202065
4270260,6202065
4270270,6202065
4270280,6202066
4270300,6202065
4270350,-1
4280120,-1
4280130,6202066
4280140,-1
4280150,-1
4280151,-1
4280154,6202066
4280155,6202066
4280160,6202066
4280161,6202065
4280170,6202065
4290100,6202066
4290110,6202066
4290120,6202066
4290121,6202066
4290130,6202066
4290140,6202066
4290150,6202066
4290160,6202066
4290170,6202066
4290171,6202065
4290180,6202066
4290190,6202066
4300120,-1
4300130,-1
4300131,-1
4300190,-1
4300200,-1
4300210,-1
4300220,-1
4300230,-1
4300240,-1
4300241,-1
4300242,-1
4300243,-1
4300300,-1
4300310,-1
4300320,-1
4300330,-1
4300500,-1
4300501,-1
4300510,-1
4300520,6202065
4300700,-1
4310100,-1
4310101,-1
4310102,-1
4310110,-1
4310111,-1
4310112,-1
4310140,6202066
4310141,6202066
4310142,6202066
4310150,6202066
4310160,-1
4310180,-1
4310182,-1
4310210,-1
4310211,-1
4310220,6202066
4310221,6202066
4310230,6202066
4310231,6202066
4310600,6202066
4310601,6202066
4310602,6202066
4310610,6202066
4310611,6202066
4310612,6202066
4310620,6202066
4310621,6202066
4310622,6202066
4310630,6202065
4310631,6202065
4310632,6202065
4310640,6202065
4310641,6202065
4310642,6202065
4310651,6202066
4310660,6202065
4310670,6202066
4310672,6202066
4310680,6202065
4310681,6202065
4310700,6202066
4310710,6202066
4310711,6202066
4310740,6202066
4310750,6202066
4310760,-1
4310762,-1
4321010,6202065
4321020,-1
4321050,6202065
4321200,-1
4321230,6202066
4321270,-1
4321410,-1
4321411,-1
4321420,-1
4321421,-1
4321422,-1
4321430,-1
4321431,-1
4321440,-1
4321590,-1
4321591,-1
4321750,6202066
4340100,-1
4340110,6202066
4340120,6202066
4340121,6202066
4340130,6202066
4340140,-1
4340160,6202065
4340170,6202066
4340180,6202065
4340200,6202065
4340220,-1
4340300,6202065
4340301,6202065
4340310,6202066
4340320,6202066
4340330,6202066
4340370,6202065
4340703,-1
4340900,6202065
4340901,6202065
4340910,6202066
4340920,6202066
4340930,6202066
4340980,-1
4341100,-1
4341101,-1
4341120,6202066
4341121,6202066
4341130,6202066
4341160,6202065
4341170,6202066
4341180,6202066
4341300,6202065
4341301,6202065
4341310,6202066
4341320,6202066
4341330,6202066
4341370,6202066
4350100,6202066
4350101,6202066
4350102,6202066
4350103,6202066
4350104,6202066
4350106,6202066
4350110,6202066
4350111,6202066
4350112,6202066
4350113,6202066
4350114,6202066
4350116,6202066
4350120,6202066
4350121,6202066
4350122,6202066
4350123,6202066
4350124,6202066
4350126,6202066
4350130,6202065
4350140,6202066
4350141,6202066
4350142,6202066
4350143,6202066
4350144,6202066
4350146,6202066
4350150,6202066
4350151,6202066
4350152,6202066
4350153,6202066
4350154,6202066
4350156,6202066
4350160,6202066
4350161,6202066
4350162,6202066
4350163,6202066
4350164,6202066
4350166,6202066
4350170,6202066
4350171,6202066
4350172,6202066
4350173,6202066
4350174,6202066
4350176,6202066
4350180,6202066
4350181,6202066
4350182,6202066
4350183,6202066
4350184,6202066
4350186,6202066
4350190,6202066
4350191,6202066
4350192,6202066
4350193,6202066
4350194,6202066
4350196,6202066
4350200,6202066
4350201,6202066
4350202,6202066
4350203,6202066
4350204,6202066
4350206,6202066
4350210,6202066
4350211,6202066
4350212,6202066
4350213,6202066
4350214,6202066
4350216,6202066
4350230,6202066
4350240,6202066
4350250,6202066
4350260,6202066
4350270,6202066
4350290,6202066
4350291,6202066
4350300,6202066
4350301,6202066
4350302,6202066
4350310,6202066
4350318,-1
4350320,6202065
4350330,6202065
4350340,6202065
4350341,6202065
4350350,6202066
4350402,-1
4350411,-1
4350412,-1
4350413,-1
4350414,-1
4350416,-1
4350420,-1
4350421,-1
4350422,-1
4350423,-1
4350424,-1
4350426,-1
4350430,6202066
4350431,6202066
4350432,6202066
4350433,6202066
4350434,6202066
4350436,6202066
4350440,-1
4350441,-1
4350442,-1
4350443,-1
4350444,-1
4350452,-1
4350460,6202066
4350461,6202066
4350462,6202066
4350463,6202066
4350464,6202066
4350466,6202066
4350470,-1
4350471,-1
4350472,-1
4350473,-1
4350474,-1
4350482,-1
4350492,-1
4350493,-1
4350494,-1
4350496,-1
4350500,-1
4350501,-1
4350502,-1
4350503,-1
4350512,-1
4350516,-1
4350520,6202066
4350521,6202066
4350522,6202066
4350523,6202066
4350524,6202066
4350526,6202066
4350530,-1
4350531,-1
4350532,-1
4350540,6202065
4350541,6202065
4350542,6202066
4350543,6202066
4350551,6202066
4350560,6202065
4350573,-1
4350580,6202065
4350590,6202065
4350600,6202066
4350601,6202066
4350650,6202065
4350655,6202065
4350660,6202065
4350670,6202065
4350671,6202065
4350700,6202066
4350701,6202066
4350702,6202066
4350703,6202066
4350704,6202066
4350706,6202066
4350710,6202066
4350711,6202066
4350712,6202066
4350713,6202066
4350714,6202066
4350716,6202066
4350720,6202066
4350721,6202066
4350722,6202066
4350723,6202066
4350724,6202066
4350726,6202066
4350730,6202066
4350731,6202066
4350732,6202066
4350733,6202066
4350734,6202066
4350736,6202066
4350740,6202066
4350741,6202066
4350742,6202066
4350743,6202066
4350744,6202066
4350746,6202066
4350750,6202066
4350751,6202066
4350752,6202066
4350753,6202066
4350754,6202066
4350756,6202066
4350760,6202066
4350761,6202066
4350762,6202066
4350763,6202066
4350764,6202066
4350766,6202066
4350770,6202066
4350771,6202066
4350772,6202066
4350773,6202066
4350774,6202066
4350776,6202066
4350793,6202066
4350800,6202066
4350801,6202066
4350810,6202066
4350811,-1
4360100,6202065
4360110,6202065
4370100,-1
4370130,-1
4370131,6202065
4370200,-1
4370240,-1
4370260,-1
4370270,6202065
4370280,6202065
4370290,-1
4370310,-1
4370505,-1
4370506,-1
4370510,-1
4370511,-1
4370512,6202066
4370513,6202066
4370515,-1
4370516,-1
4370517,-1
4370518,-1
4370601,-1
4370610,-1
4370611,-1
4370620,6202065
4370621,6202065
4370702,-1
4370703,-1
4370720,6202065
4370721,6202065
4380120,-1
4380130,-1
4380150,6202065
4380162,6202066
4380172,-1
4380182,-1
4380192,-1
4380220,-1
4380230,-1
4380240,-1
4380241,-1
4380252,6202065
4380253,6202065
4380260,6202066
4380261,6202065
4380271,6202066
4380280,6202066
4380281,6202065
4381110,-1
4381111,-1
4381120,-1
4381130,-1
4381150,-1
4381151,-1
4381162,-1
4381164,-1
4381170,6202065
4381171,6202065
4381172,6202065
4381173,6202065
4381182,6202066
4381210,6202066
4382111,-1
4382120,-1
4382121,-1
4382130,-1
4382131,-1
4382160,-1
4382190,-1
4382192,-1
4382210,-1
4382240,-1
4382280,-1
4382290,-1
4382291,-1
4382300,6202065
4383100,-1
4383110,-1
4383120,-1
4383130,-1
4383140,-1
4383150,-1
4383170,6202065
4383171,6202065
4383172,6202065
4383173,6202065
4383180,6202065
4383181,6202065
4383182,6202065
4383183,6202065
4383184,6202065
4383185,6202065
4383186,6202065
4384120,-1
4384141,6202066
4384150,6202066
4384151,6202066
4384160,6202065
4384162,6202066
4385320,6202065
4410100,6202066
4410110,6202066
4410111,6202066
4410120,6202065
4410130,6202066
4410131,6202065
4410140,6202066
4410150,6202066
4410180,6202065
4410190,6202066
4410191,6202065
4410200,6202066
4410203,6202066
4410205,6202066
4410207,6202066
4410208,6202065
4410300,6202065
4410301,6202065
4420120,6202066
4420130,6202066
4420140,6202066
4420150,6202066
4420151,6202066
4420160,6202066
4420170,6202066
4420180,6202066
4420190,6202066
4420200,6202065
4420210,6202065
4420420,6202066
4420430,6202066
4420440,6202066
4420450,6202066
4420451,6202066
4420460,6202066
4420470,6202066
4420480,6202066
4420490,6202066
4420500,6202065
4420510,6202065
4430110,-1
4430120,-1
4430140,6202065
4430141,6202065
4430142,6202065
4430143,6202065
4430150,-1
4430151,-1
4430160,-1
4430161,-1
4430162,-1
4430163,-1
4430164,-1
4430165,-1
4430170,-1
4430171,-1
4430181,-1
4430182,-1
4430200,6202065
4430300,6202065
4440120,-1
4440121,-1
4440122,-1
4440123,-1
4440130,6202066
4440131,6202066
4440900,6202065
4440901,6202065
4441220,6202065
4441221,6202065
4441222,6202065
4441223,6202065
4441224,6202065
4441230,6202066
4441231,6202066
4441910,6202065
4441911,6202065
4442320,6202065
4442321,6202065
4442322,6202065
4442323,6202065
4442324,6202065
4442330,6202066
4442331,6202066
4442910,6202065
4442911,6202065
4450000,6202065
4450010,6202065
4450020,6202065
4450030,6202065
4450040,6202065
4450050,6202065
4450200,6202065
4450210,6202065
4450220,-1
4450240,6202066
4450300,6202065
4450310,6202065
4450320,6202065
4450330,6202065
4460010,6202065
4460011,6202065
4460021,6202065
4460100,6202065
4460110,6202065
4460120,6202065
4460125,6202065
4460130,6202065
4460135,6202065
4460800,6202065
4470100,-1
4470101,-1
4470102,-1
4470103,-1
4470110,-1
4470111,-1
4470112,-1
4470113,-1
4470120,6202065
4470121,6202065
4470130,6202065
4470131,6202065
4470140,6202065
4470150,6202065
4470151,-1
4470152,-1
4470153,-1
4470154,-1
4470155,-1
4470156,-1
4470160,-1
4470161,-1
4470162,-1
4470163,-1
4470164,-1
4470170,-1
4470171,-1
4470172,-1
4470173,-1
4470174,-1
4470175,-1
4470180,-1
4470181,-1
4470182,-1
4470183,-1
4470184,-1
4470250,6202065
4470251,-1
4470252,-1
4470253,-1
4470254,-1
4470255,-1
4470256,-1
4470257,-1
4470260,6202065
4470261,-1
4470262,-1
4470263,-1
4470264,-1
4470265,-1
4470266,-1
4470267,-1
4470275,-1
4470276,-1
4470280,-1
4470281,-1
4470282,-1
4470283,-1
4470290,6202065
4470291,6202066
4470292,6202066
4470293,6202066
4470300,6202065
4470301,6202066
4470302,6202066
4470303,6202066
4470304,6202066
4470320,6202066
4470321,6202066
4470322,6202066
4470323,6202066
4470324,6202066
4470325,6202066
4470330,6202065
4470331,-1
4470332,-1
4470333,-1
4470334,-1
4470335,-1
4470336,-1
4470337,-1
4470338,-1
4470339,-1
4470340,-1
4470341,-1
4470342,-1
4470343,-1
4470344,-1
4470345,-1
4470346,-1
4470347,-1
4470348,-1
4470349,-1
4470350,-1
4470360,6202065
4470361,-1
4470362,-1
4470363,-1
4470364,-1
4470365,-1
4470366,-1
4470367,-1
4470368,-1
4470369,-1
4470370,-1
4470371,-1
4470372,-1
4470373,-1
4470374,-1
4470375,-1
4470376,-1
4470377,-1
4470378,-1
4470379,-1
4470380,-1
4470400,-1
4470401,-1
4470402,-1
4470403,-1
4470410,-1
4470411,-1
4470412,-1
4470413,-1
4470414,-1
4470415,-1
4470416,-1
4470417,-1
4470418,-1
4470419,-1
4470420,-1
4470421,-1
4470422,-1
4470423,-1
4470430,6202065
4470431,6202065
4470440,-1
4470441,-1
4470442,-1
4470443,-1
4470444,-1
4470450,-1
4470451,-1
4470452,-1
4470453,-1
4470454,-1
4470460,-1
4470461,-1
4470462,-1
4470463,-1
4470464,-1
4470465,-1
4470466,-1
4470467,-1
4470468,-1
4470469,-1
4470470,-1
4470471,-1
4470472,-1
4470473,-1
4470474,-1
4470475,-1
4470476,-1
4470480,-1
4470481,-1
4470490,6202065
4470491,-1
4470492,-1
4470493,-1
4470494,-1
4470495,-1
4470496,-1
4470497,-1
4470510,-1
4470511,-1
4470512,-1
4470513,-1
4470514,-1
4470520,6202065
4470521,6202066
4470522,6202066
4470523,6202066
4470530,6202065
4470531,6202066
4470532,6202066
4470533,6202066
4470534,6202066
4470540,6202065
4470541,6202065
4470551,6202065
4470560,6202065
4470561,6202065
4470571,6202065
4470573,-1
4470574,-1
4470600,6202065
4470601,6202065
4470620,-1
4470621,-1
4470622,-1
4470630,6202065
4470631,-1
4470632,-1
4470633,-1
4470634,-1
4470635,-1
4470636,-1
4470637,-1
4470638,-1
4470639,-1
4470640,-1
4470645,6202065
4470646,-1
4470647,-1
4470648,-1
4470649,-1
4470660,6202065
4470661,-1
4470662,-1
4470663,-1
4470664,-1
4470665,-1
4470666,-1
4470667,-1
4470668,-1
4470669,-1
4470670,-1
4470671,-1
4470672,-1
4470673,-1
4470674,-1
4470680,6202065
4470681,-1
4470682,-1
4470683,-1
4470684,-1
4470685,-1
4470686,-1
4470687,-1
4470688,-1
4470689,-1
4470690,-1
4470691,-1
4470692,-1
4470693,-1
4470694,-1
4480100,6202065
4480130,-1
4480180,6202065
4480181,6202066
4480182,6202066
4480183,6202066
4480184,6202066
4480185,6202066
4480186,6202066
4480187,6202065
4480500,6202065
4480510,6202065
4480520,6202065
4480530,6202065
4481500,6202065
4481510,6202065
4481520,6202065
4481530,6202065
4481705,6202065
4490120,6202065
4490130,-1
4490131,-1
4490132,-1
4490133,-1
4490134,-1
4490140,6202065
4490150,-1
4490160,6202065
4490161,6202065
4490180,6202066
4490181,6202066
4491210,-1
4491220,-1
4491230,-1
4491231,-1
4491232,-1
4491233,-1
4491234,-1
4491240,-1
4491300,6202066
4500100,-1
4500101,-1
4500110,-1
4500120,6202065
4500130,6202065
4500150,6202065
4500151,6202065
4500160,6202065
4500161,6202065
4500170,6202065
4500180,6202065
4500190,6202066
4500200,6202065
4500201,6202065
4500210,6202065
4500211,6202065
4500230,-1
4500231,-1
4500232,-1
4500240,-1
4500241,-1
4500242,-1
4500251,6202065
4500260,6202065
4500290,-1
4500291,-1
4500292,-1
4500300,-1
4500301,-1
4500302,-1
4500330,-1
4500331,-1
4500332,-1
4500340,-1
4500341,-1
4500342,-1
4501100,-1
4501101,-1
4501110,-1
4501120,6202065
4501130,6202065
4501150,6202065
4501151,6202065
4501160,6202065
4501161,6202065
4501170,6202065
4501180,6202065
4501190,6202066
4501200,6202065
4501201,6202065
4501210,6202065
4501211,6202065
4501230,-1
4501231,-1
4501232,-1
4501240,-1
4501241,-1
4501242,-1
4501251,6202065
4501260,6202065
4501290,-1
4501291,-1
4501292,-1
4501300,-1
4501301,-1
4501302,-1
4501330,-1
4501331,-1
4501332,-1
4501340,-1
4501341,-1
4501342,-1
4502100,-1
4502101,-1
4502110,-1
4502120,6202065
4502130,6202065
4502150,6202065
4502151,6202065
4502160,6202065
4502161,6202065
4502170,6202065
4502180,6202065
4502190,6202066
4502200,6202065
4502201,6202065
4502210,6202065
4502211,6202065
4502230,-1
4502231,-1
4502232,-1
4502240,-1
4502241,-1
4502242,-1
4502251,6202065
4502260,6202065
4502290,-1
4502291,-1
4502292,-1
4502300,-1
4502301,-1
4502302,-1
4502330,-1
4502331,-1
4502332,-1
4502340,-1
4502341,-1
4502342,-1
4502460,6202066
4502461,6202066
4503100,-1
4503101,-1
4503110,-1
4503120,6202065
4503130,6202065
4503150,6202065
4503151,6202065
4503160,6202065
4503161,6202065
4503170,6202065
4503180,6202065
4503190,6202066
4503200,6202065
4503201,6202065
4503210,6202065
4503211,6202065
4503230,-1
4503231,-1
4503232,-1
4503240,-1
4503241,-1
4503242,-1
4503251,6202065
4503260,6202065
4503290,-1
4503291,-1
4503292,-1
4503300,-1
4503301,-1
4503302,-1
4503330,-1
4503331,-1
4503332,-1
4503340,-1
4503341,-1
4503342,-1
4503470,6202065
4503471,6202065
4503480,6202065
4510100,6202065
4510101,6202065
4510110,6202065
4510120,6202065
4510130,6202065
4510140,6202065
4510150,6202065
4510160,6202065
4510161,6202065
4510170,-1
4510191,6202065
4510200,-1
4510240,6202066
4510241,6202066
4510250,6202066
4510251,6202066
4510252,6202066
4510253,6202066
4510260,-1
4510270,-1
4510280,-1
4510290,-1
4510300,-1
4510310,-1
4510320,-1
4510330,-1
4510340,-1
4510350,6202065
4510360,6202065
4510370,6202065
4510380,-1
4510390,-1
4510400,6202065
4510401,6202065
4510410,6202065
4510420,6202065
4510430,6202065
4510440,6202065
4510650,6202065
4510660,6202065
4510800,-1
4510801,-1
4510810,-1
4510820,-1
4510900,6202065
4510910,-1
4510920,6202065
4510922,6202065
4510923,-1
4520100,-1
4520101,-1
4520110,-1
4520111,-1
4520120,-1
4520130,-1
4520160,-1
4520170,-1
4520171,-1
4520180,6202066
4520181,6202066
4520190,6202066
4520191,6202066
4520200,6202066
4520201,6202066
4520210,-1
4520220,-1
4520240,-1
4520241,-1
4520250,-1
4520270,6202066
4520280,-1
4520281,-1
4520290,-1
4520291,-1
4520320,-1
4520325,-1
4520330,-1
4520340,-1
4520345,-1
4520351,6202065
4520361,6202065
4520390,6202066
4520391,6202066
4520400,6202066
4520401,6202066
4520410,6202066
4520411,6202066
4520430,-1
4520431,-1
4520450,-1
4520451,-1
4520500,-1
4520550,-1
4520555,6202065
4520900,6202066
4520950,-1
4550100,6202065
4550101,6202066
4550110,6202065
4550111,6202066
4550120,6202066
4550130,6202065
4550131,6202065
4550140,6202065
4550150,6202065
4550160,6202065
4550161,6202065
4550170,6202065
4550171,6202065
4550172,6202066
4550174,6202065
4550175,6202066
4550176,6202066
4550177,6202066
4550178,6202066
4550180,6202065
4550190,6202065
4550200,6202065
4550201,6202065
4550210,6202065
4550211,6202065
4550212,6202065
4550213,6202066
4550214,6202066
4550220,6202065
4550221,6202065
4550240,6202065
4550241,6202065
4550370,-1
4560110,6202066
4560130,6202065
4560131,6202065
4560132,6202066
4560133,-1
4560150,6202066
4560160,6202065
4560180,6202065
4560190,6202066
4560200,6202065
4560210,6202065
4560250,6202066
4560251,-1
4560252,-1
4560253,6202065
4560500,6202065
4560510,6202066
4570100,-1
4570101,-1
4570120,6202065
4570121,6202065
4570130,6202065
4570131,6202065
4570140,6202065
4570160,-1
4570161,-1
4570170,-1
4570171,-1
4570180,-1
4570181,-1
4570190,-1
4570191,-1
4570192,-1
4570193,-1
4570194,-1
4570200,-1
4570210,-1
4570211,-1
4570220,-1
4570221,-1
4580100,6202065
4580110,6202065
4580120,-1
4580121,-1
4580130,-1
4580131,-1
4580132,-1
4580133,-1
4580150,6202065
4580151,6202065
4580160,6202065
4580161,6202065
4580162,6202065
4580164,6202065
4580170,6202065
4580180,6202065
4580190,-1
4580191,-1
4580200,-1
4580201,-1
4580210,6202065
4580220,-1
4580230,6202065
4580240,6202065
4580270,-1
4580271,-1
4600100,6202065
4600101,6202065
4600102,6202065
4600103,6202065
4600110,6202065
4600120,6202065
4600121,6202065
4600130,6202065
4600131,6202065
4600140,6202065
4600141,6202065
4600150,6202065
4600160,6202066
