SpEffect found in TAE: 2010,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2010,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 1680
SpEffect found in TAE: 2010,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 1682
SpEffect found in TAE: 2010,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2010,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2010,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2010,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 133
SpEffect found in TAE: 2010,SpEffect found in Animation: 19200,SpEffect from Event Type: 67,SpEffect ID: 6202216
SpEffect found in TAE: 2010,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2010,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 1810
SpEffect found in TAE: 2010,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 1812
SpEffect found in TAE: 2010,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2010,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2010,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2010,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 133
SpEffect found in TAE: 2010,SpEffect found in Animation: 19210,SpEffect from Event Type: 67,SpEffect ID: 6202216
SpEffect found in TAE: 2010,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2010,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2010,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2010,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 6214007
SpEffect found in TAE: 2010,SpEffect found in Animation: 19220,SpEffect from Event Type: 67,SpEffect ID: 6202216
SpEffect found in TAE: 2010,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 51
SpEffect found in TAE: 2010,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 41
SpEffect found in TAE: 2010,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 40
SpEffect found in TAE: 2010,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 30
SpEffect found in TAE: 2010,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 6215020
SpEffect found in TAE: 2010,SpEffect found in Animation: 23000,SpEffect from Event Type: 67,SpEffect ID: 100150
SpEffect found in TAE: 2010,SpEffect found in Animation: 23000,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2010,SpEffect found in Animation: 23000,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2010,SpEffect found in Animation: 23100,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2010,SpEffect found in Animation: 23100,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2010,SpEffect found in Animation: 23100,SpEffect from Event Type: 67,SpEffect ID: 100150
SpEffect found in TAE: 2010,SpEffect found in Animation: 23200,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2010,SpEffect found in Animation: 23200,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2010,SpEffect found in Animation: 23200,SpEffect from Event Type: 67,SpEffect ID: 100150
SpEffect found in TAE: 2012,SpEffect found in Animation: 100,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2012,SpEffect found in Animation: 100,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2012,SpEffect found in Animation: 19000,SpEffect from Event Type: 66,SpEffect ID: 6202004
SpEffect found in TAE: 2012,SpEffect found in Animation: 19000,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2012,SpEffect found in Animation: 19000,SpEffect from Event Type: 66,SpEffect ID: 100150
SpEffect found in TAE: 2012,SpEffect found in Animation: 19001,SpEffect from Event Type: 66,SpEffect ID: 6202004
SpEffect found in TAE: 2012,SpEffect found in Animation: 19001,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2012,SpEffect found in Animation: 19001,SpEffect from Event Type: 66,SpEffect ID: 100150
SpEffect found in TAE: 2012,SpEffect found in Animation: 19002,SpEffect from Event Type: 66,SpEffect ID: 6202009
SpEffect found in TAE: 2012,SpEffect found in Animation: 19004,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2012,SpEffect found in Animation: 19004,SpEffect from Event Type: 66,SpEffect ID: 100150
SpEffect found in TAE: 2012,SpEffect found in Animation: 19100,SpEffect from Event Type: 66,SpEffect ID: 6202009
SpEffect found in TAE: 2012,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2012,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 1682
SpEffect found in TAE: 2012,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 1680
SpEffect found in TAE: 2012,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2012,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2012,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2012,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 6202010
SpEffect found in TAE: 2012,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 133
SpEffect found in TAE: 2012,SpEffect found in Animation: 19200,SpEffect from Event Type: 67,SpEffect ID: 6202216
SpEffect found in TAE: 2012,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 134
SpEffect found in TAE: 2012,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2012,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 1812
SpEffect found in TAE: 2012,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 1810
SpEffect found in TAE: 2012,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2012,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2012,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2012,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 6202010
SpEffect found in TAE: 2012,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 133
SpEffect found in TAE: 2012,SpEffect found in Animation: 19210,SpEffect from Event Type: 67,SpEffect ID: 6202216
SpEffect found in TAE: 2012,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2012,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2012,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2012,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 6202010
SpEffect found in TAE: 2012,SpEffect found in Animation: 19220,SpEffect from Event Type: 67,SpEffect ID: 6202216
SpEffect found in TAE: 2012,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 30
SpEffect found in TAE: 2012,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 51
SpEffect found in TAE: 2012,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 41
SpEffect found in TAE: 2012,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 40
SpEffect found in TAE: 2012,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 6215020
SpEffect found in TAE: 2012,SpEffect found in Animation: 23000,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2012,SpEffect found in Animation: 23000,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2012,SpEffect found in Animation: 23000,SpEffect from Event Type: 67,SpEffect ID: 100150
SpEffect found in TAE: 2012,SpEffect found in Animation: 23100,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2012,SpEffect found in Animation: 23100,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2012,SpEffect found in Animation: 23100,SpEffect from Event Type: 67,SpEffect ID: 100150
SpEffect found in TAE: 2012,SpEffect found in Animation: 23200,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2012,SpEffect found in Animation: 23200,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2012,SpEffect found in Animation: 23200,SpEffect from Event Type: 67,SpEffect ID: 100150
SpEffect found in TAE: 2013,SpEffect found in Animation: 100,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2013,SpEffect found in Animation: 100,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2013,SpEffect found in Animation: 19000,SpEffect from Event Type: 66,SpEffect ID: 6202004
SpEffect found in TAE: 2013,SpEffect found in Animation: 19000,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2013,SpEffect found in Animation: 19001,SpEffect from Event Type: 66,SpEffect ID: 6202004
SpEffect found in TAE: 2013,SpEffect found in Animation: 19001,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2013,SpEffect found in Animation: 19002,SpEffect from Event Type: 66,SpEffect ID: 6202009
SpEffect found in TAE: 2013,SpEffect found in Animation: 19004,SpEffect from Event Type: 67,SpEffect ID: 6202004
SpEffect found in TAE: 2013,SpEffect found in Animation: 19004,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2013,SpEffect found in Animation: 19100,SpEffect from Event Type: 66,SpEffect ID: 6202009
SpEffect found in TAE: 2013,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 132
SpEffect found in TAE: 2013,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2013,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 1812
SpEffect found in TAE: 2013,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 1810
SpEffect found in TAE: 2013,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2013,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2013,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2013,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 133
SpEffect found in TAE: 2013,SpEffect found in Animation: 19200,SpEffect from Event Type: 67,SpEffect ID: 6202216
SpEffect found in TAE: 2013,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2013,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 1812
SpEffect found in TAE: 2013,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 1810
SpEffect found in TAE: 2013,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2013,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2013,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2013,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 133
SpEffect found in TAE: 2013,SpEffect found in Animation: 19210,SpEffect from Event Type: 67,SpEffect ID: 6202216
SpEffect found in TAE: 2013,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 100420
SpEffect found in TAE: 2013,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2013,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2013,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2013,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2013,SpEffect found in Animation: 19220,SpEffect from Event Type: 67,SpEffect ID: 6202216
SpEffect found in TAE: 2013,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 30
SpEffect found in TAE: 2013,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 51
SpEffect found in TAE: 2013,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 41
SpEffect found in TAE: 2013,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 40
SpEffect found in TAE: 2013,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 6215020
SpEffect found in TAE: 2013,SpEffect found in Animation: 23000,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2013,SpEffect found in Animation: 23000,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2013,SpEffect found in Animation: 23100,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2013,SpEffect found in Animation: 23100,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2013,SpEffect found in Animation: 23200,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2013,SpEffect found in Animation: 23200,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2015,SpEffect found in Animation: 100,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2015,SpEffect found in Animation: 100,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2015,SpEffect found in Animation: 100,SpEffect from Event Type: 66,SpEffect ID: 100130
SpEffect found in TAE: 2015,SpEffect found in Animation: 120,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2015,SpEffect found in Animation: 120,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2015,SpEffect found in Animation: 120,SpEffect from Event Type: 66,SpEffect ID: 100130
SpEffect found in TAE: 2015,SpEffect found in Animation: 19000,SpEffect from Event Type: 67,SpEffect ID: 100130
SpEffect found in TAE: 2015,SpEffect found in Animation: 19000,SpEffect from Event Type: 66,SpEffect ID: 6202004
SpEffect found in TAE: 2015,SpEffect found in Animation: 19000,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2015,SpEffect found in Animation: 19000,SpEffect from Event Type: 66,SpEffect ID: 6202005
SpEffect found in TAE: 2015,SpEffect found in Animation: 19001,SpEffect from Event Type: 67,SpEffect ID: 100130
SpEffect found in TAE: 2015,SpEffect found in Animation: 19001,SpEffect from Event Type: 66,SpEffect ID: 6202004
SpEffect found in TAE: 2015,SpEffect found in Animation: 19001,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2015,SpEffect found in Animation: 19001,SpEffect from Event Type: 66,SpEffect ID: 6202005
SpEffect found in TAE: 2015,SpEffect found in Animation: 19002,SpEffect from Event Type: 66,SpEffect ID: 6202009
SpEffect found in TAE: 2015,SpEffect found in Animation: 19020,SpEffect from Event Type: 67,SpEffect ID: 100130
SpEffect found in TAE: 2015,SpEffect found in Animation: 19020,SpEffect from Event Type: 66,SpEffect ID: 6202004
SpEffect found in TAE: 2015,SpEffect found in Animation: 19020,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2015,SpEffect found in Animation: 19020,SpEffect from Event Type: 66,SpEffect ID: 6202005
SpEffect found in TAE: 2015,SpEffect found in Animation: 19021,SpEffect from Event Type: 67,SpEffect ID: 100130
SpEffect found in TAE: 2015,SpEffect found in Animation: 19021,SpEffect from Event Type: 66,SpEffect ID: 6202004
SpEffect found in TAE: 2015,SpEffect found in Animation: 19021,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2015,SpEffect found in Animation: 19021,SpEffect from Event Type: 66,SpEffect ID: 6202005
SpEffect found in TAE: 2015,SpEffect found in Animation: 19022,SpEffect from Event Type: 66,SpEffect ID: 6202009
SpEffect found in TAE: 2015,SpEffect found in Animation: 19100,SpEffect from Event Type: 66,SpEffect ID: 6202009
SpEffect found in TAE: 2015,SpEffect found in Animation: 19120,SpEffect from Event Type: 66,SpEffect ID: 6202009
SpEffect found in TAE: 2015,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2015,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 1680
SpEffect found in TAE: 2015,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 1682
SpEffect found in TAE: 2015,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2015,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2015,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2015,SpEffect found in Animation: 19200,SpEffect from Event Type: 66,SpEffect ID: 133
SpEffect found in TAE: 2015,SpEffect found in Animation: 19200,SpEffect from Event Type: 67,SpEffect ID: 6202216
SpEffect found in TAE: 2015,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2015,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 1812
SpEffect found in TAE: 2015,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 1810
SpEffect found in TAE: 2015,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2015,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2015,SpEffect found in Animation: 19210,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2015,SpEffect found in Animation: 19210,SpEffect from Event Type: 67,SpEffect ID: 6202216
SpEffect found in TAE: 2015,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 100285
SpEffect found in TAE: 2015,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 100285
SpEffect found in TAE: 2015,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 100285
SpEffect found in TAE: 2015,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 100285
SpEffect found in TAE: 2015,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 100285
SpEffect found in TAE: 2015,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 100285
SpEffect found in TAE: 2015,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 100285
SpEffect found in TAE: 2015,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 100285
SpEffect found in TAE: 2015,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 100285
SpEffect found in TAE: 2015,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 100285
SpEffect found in TAE: 2015,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2015,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2015,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2015,SpEffect found in Animation: 19220,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2015,SpEffect found in Animation: 19220,SpEffect from Event Type: 67,SpEffect ID: 6202216
SpEffect found in TAE: 2015,SpEffect found in Animation: 19400,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2015,SpEffect found in Animation: 19400,SpEffect from Event Type: 66,SpEffect ID: 1680
SpEffect found in TAE: 2015,SpEffect found in Animation: 19400,SpEffect from Event Type: 66,SpEffect ID: 1682
SpEffect found in TAE: 2015,SpEffect found in Animation: 19400,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2015,SpEffect found in Animation: 19400,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2015,SpEffect found in Animation: 19400,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2015,SpEffect found in Animation: 19400,SpEffect from Event Type: 66,SpEffect ID: 133
SpEffect found in TAE: 2015,SpEffect found in Animation: 19400,SpEffect from Event Type: 67,SpEffect ID: 6202216
SpEffect found in TAE: 2015,SpEffect found in Animation: 19410,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2015,SpEffect found in Animation: 19410,SpEffect from Event Type: 66,SpEffect ID: 1812
SpEffect found in TAE: 2015,SpEffect found in Animation: 19410,SpEffect from Event Type: 66,SpEffect ID: 1810
SpEffect found in TAE: 2015,SpEffect found in Animation: 19410,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2015,SpEffect found in Animation: 19410,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2015,SpEffect found in Animation: 19410,SpEffect from Event Type: 66,SpEffect ID: 6202007
SpEffect found in TAE: 2015,SpEffect found in Animation: 19410,SpEffect from Event Type: 67,SpEffect ID: 6202216
SpEffect found in TAE: 2015,SpEffect found in Animation: 19420,SpEffect from Event Type: 66,SpEffect ID: 6216110
SpEffect found in TAE: 2015,SpEffect found in Animation: 19420,SpEffect from Event Type: 66,SpEffect ID: 6216010
SpEffect found in TAE: 2015,SpEffect found in Animation: 19420,SpEffect from Event Type: 66,SpEffect ID: 31
SpEffect found in TAE: 2015,SpEffect found in Animation: 19420,SpEffect from Event Type: 67,SpEffect ID: 174
SpEffect found in TAE: 2015,SpEffect found in Animation: 19420,SpEffect from Event Type: 66,SpEffect ID: 6202006
SpEffect found in TAE: 2015,SpEffect found in Animation: 19420,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2015,SpEffect found in Animation: 19420,SpEffect from Event Type: 67,SpEffect ID: 6202216
SpEffect found in TAE: 2015,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 30
SpEffect found in TAE: 2015,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 51
SpEffect found in TAE: 2015,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 41
SpEffect found in TAE: 2015,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 40
SpEffect found in TAE: 2015,SpEffect found in Animation: 19500,SpEffect from Event Type: 67,SpEffect ID: 6215020
SpEffect found in TAE: 2015,SpEffect found in Animation: 19520,SpEffect from Event Type: 67,SpEffect ID: 51
SpEffect found in TAE: 2015,SpEffect found in Animation: 19520,SpEffect from Event Type: 67,SpEffect ID: 41
SpEffect found in TAE: 2015,SpEffect found in Animation: 19520,SpEffect from Event Type: 67,SpEffect ID: 40
SpEffect found in TAE: 2015,SpEffect found in Animation: 19520,SpEffect from Event Type: 67,SpEffect ID: 6215020
SpEffect found in TAE: 2015,SpEffect found in Animation: 23000,SpEffect from Event Type: 67,SpEffect ID: 100130
SpEffect found in TAE: 2015,SpEffect found in Animation: 23000,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2015,SpEffect found in Animation: 23000,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2015,SpEffect found in Animation: 23000,SpEffect from Event Type: 66,SpEffect ID: 100130
SpEffect found in TAE: 2015,SpEffect found in Animation: 23020,SpEffect from Event Type: 67,SpEffect ID: 100130
SpEffect found in TAE: 2015,SpEffect found in Animation: 23020,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2015,SpEffect found in Animation: 23020,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2015,SpEffect found in Animation: 23020,SpEffect from Event Type: 66,SpEffect ID: 100130
SpEffect found in TAE: 2015,SpEffect found in Animation: 23100,SpEffect from Event Type: 67,SpEffect ID: 100130
SpEffect found in TAE: 2015,SpEffect found in Animation: 23100,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2015,SpEffect found in Animation: 23100,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2015,SpEffect found in Animation: 23100,SpEffect from Event Type: 66,SpEffect ID: 100130
SpEffect found in TAE: 2015,SpEffect found in Animation: 23120,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2015,SpEffect found in Animation: 23120,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2015,SpEffect found in Animation: 23120,SpEffect from Event Type: 66,SpEffect ID: 100130
SpEffect found in TAE: 2015,SpEffect found in Animation: 23200,SpEffect from Event Type: 67,SpEffect ID: 100130
SpEffect found in TAE: 2015,SpEffect found in Animation: 23200,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2015,SpEffect found in Animation: 23200,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2015,SpEffect found in Animation: 23200,SpEffect from Event Type: 66,SpEffect ID: 100130
SpEffect found in TAE: 2015,SpEffect found in Animation: 23220,SpEffect from Event Type: 67,SpEffect ID: 6202040
SpEffect found in TAE: 2015,SpEffect found in Animation: 23220,SpEffect from Event Type: 66,SpEffect ID: 6202054
SpEffect found in TAE: 2015,SpEffect found in Animation: 23220,SpEffect from Event Type: 66,SpEffect ID: 100130
SpEffect found in TAE: 2015,SpEffect found in Animation: 202000,SpEffect from Event Type: 66,SpEffect ID: 98
SpEffect found in TAE: 2015,SpEffect found in Animation: 202000,SpEffect from Event Type: 66,SpEffect ID: 89
SpEffect found in TAE: 2015,SpEffect found in Animation: 202000,SpEffect from Event Type: 66,SpEffect ID: 140
SpEffect found in TAE: 2015,SpEffect found in Animation: 202000,SpEffect from Event Type: 66,SpEffect ID: 145
SpEffect found in TAE: 2015,SpEffect found in Animation: 202000,SpEffect from Event Type: 66,SpEffect ID: 32
SpEffect found in TAE: 2015,SpEffect found in Animation: 202010,SpEffect from Event Type: 66,SpEffect ID: 98
SpEffect found in TAE: 2015,SpEffect found in Animation: 202010,SpEffect from Event Type: 66,SpEffect ID: 145
SpEffect found in TAE: 2015,SpEffect found in Animation: 202010,SpEffect from Event Type: 66,SpEffect ID: 89
SpEffect found in TAE: 2015,SpEffect found in Animation: 202010,SpEffect from Event Type: 66,SpEffect ID: 140
SpEffect found in TAE: 2015,SpEffect found in Animation: 202010,SpEffect from Event Type: 66,SpEffect ID: 32
